"Gene_ID","A1","A2","A3","A4","A5","A6","A10","B2","B5"
"MIR4457",0,2,0,0,0,0,0,2,0
"LINC01194",0,0,0,0,0,0,0,0,0
"LINC01733",0,0,0,0,0,0,0,0,0
"AKT3",1637,2550,2350,1711,1740,3962,3723,3973,3086
"CIRBP-AS1",3,4,7,6,2,7,9,7,17
"MIR583",0,0,0,0,1,0,0,0,0
"LOC105375115",0,0,0,0,0,0,0,0,0
"IFNE",2,1,0,0,0,3,1,5,0
"MIR147B",0,0,0,0,0,0,0,0,0
"MIR548AU",1,4,6,7,11,2,13,10,3
"LOC105369391",0,2,1,0,1,0,0,0,0
"USP30",152,372,448,977,950,426,400,399,474
"ZNF512B",259,485,731,334,392,751,753,678,893
"ANXA7",962,1467,1958,2317,2297,2125,2150,2098,2272
"LRP1",314,348,376,418,266,698,599,1972,2050
"FBXL4",435,702,785,414,410,950,1012,934,919
"FBXO22-AS1",0,0,0,0,0,0,0,0,0
"CACYBP",444,890,979,912,1115,1317,1312,1164,1701
"TNFRSF6B",0,0,0,0,0,0,0,0,0
"PDE1C",0,0,0,0,0,0,0,0,0
"SPAG5-AS1",19,33,48,43,67,49,62,41,49
"ASB2",33,24,26,27,39,60,23,27,65
"LOC101927124",3,8,0,0,0,0,3,0,0
"LOC100506083",18,30,32,19,9,40,91,28,24
"G6PC",0,0,0,0,0,0,0,0,0
"TCF7L2",148,82,222,321,262,215,170,425,345
"LINC00626",0,0,0,0,0,0,0,0,0
"MIR3120",0,0,0,0,0,0,0,1,1
"PYGO1",1,0,0,0,1,0,3,0,1
"TRAF5",701,1352,1802,946,1061,1825,1631,1800,2063
"LOC339902",1,0,0,2,0,4,1,3,2
"LINC01588",192,294,314,81,145,484,630,468,347
"B3GAT2",0,0,0,0,0,2,0,0,0
"HSPE1-MOB4",0,0,0,0,0,0,0,0,0
"MIR3920",0,0,0,0,0,0,0,0,0
"SGO2",66,78,112,26,53,172,135,191,189
"EVC2",70,42,67,110,59,90,105,86,142
"PTOV1-AS2",69,110,204,58,106,166,191,216,347
"PABPC1",30125,58569,74681,78079,62470,74509,94740,69483,105835
"DNAJC12",0,3,0,3,0,1,1,1,0
"ZER1",520,924,1191,1160,1049,1307,1313,1114,1282
"SLC10A1",0,0,0,0,0,0,0,0,2
"MIR4796",5,3,0,2,1,8,1,5,1
"FAM206A",83,186,225,144,82,274,275,250,315
"UBAP1L",27,56,48,37,50,54,71,91,42
"SLC17A7",0,1,0,0,0,0,3,2,0
"PCDHB15",0,0,1,0,1,1,0,1,0
"LINC02130",0,0,0,0,0,0,0,0,0
"GFRAL",0,0,0,0,0,0,0,0,0
"FGFR4",1,5,13,8,4,5,5,10,13
"CLSTN2",0,2,0,0,1,4,1,1,1
"PRELID3B",418,842,1007,1211,1215,771,1072,907,1405
"SH2D1A",829,1069,1878,1767,1783,1773,2247,1526,1910
"MFGE8",109,234,261,153,165,254,364,276,357
"LINC00332",2,4,6,5,5,3,2,5,7
"TREML1",0,1,1,55,6,38,1,86,540
"CSF2RB",111,95,82,426,73,246,113,327,716
"NIPBL-AS1",204,674,714,380,344,771,769,752,763
"SNORD26",15,14,49,9,21,25,38,29,14
"MRPL16",121,278,325,275,223,317,409,420,537
"ELL3",8,10,13,5,2,18,32,22,22
"TAB2",6794,13806,13956,12316,15100,15433,21650,15717,16104
"PVRIG",386,468,680,339,283,543,507,488,754
"SLC20A1",710,1344,2352,1925,1706,1701,2212,2182,2063
"MIA",0,0,0,0,0,1,0,1,0
"LOC105372419",2,5,3,1,0,4,1,1,1
"TMEM25",72,190,281,80,113,243,296,208,291
"RHBDD3",24,35,48,47,44,34,49,36,64
"ZIC1",0,0,0,0,0,0,0,0,0
"FAM118B",37,48,74,7,11,107,98,117,158
"DERL3",22,8,37,76,14,26,7,24,155
"MRPL51",100,212,255,98,63,337,312,301,391
"CXCR2P1",9,7,6,87,20,50,8,280,2161
"MIR17",0,0,0,0,0,0,0,0,0
"COL6A3",53,139,123,17,54,165,97,161,172
"RRP1",93,139,207,122,113,203,211,196,221
"LETMD1",371,888,884,626,724,1157,1345,980,1259
"OR10A5",0,0,0,0,0,0,0,0,0
"MIR664B",0,0,0,0,0,0,0,0,0
"SEPSECS",379,719,975,847,1227,992,978,1030,891
"BCL7B",410,707,1096,856,1216,892,982,917,1274
"LINC01565",3,4,2,45,24,8,2,6,3
"LINC02395",0,0,0,0,0,0,0,0,0
"LINC02049",0,0,0,0,0,0,0,0,0
"GSKIP",118,234,251,239,218,324,290,317,356
"NUDT12",6,14,5,2,4,16,31,17,39
"CKS2",19,21,43,45,17,26,26,29,53
"LINC02225",0,0,0,0,0,0,0,0,0
"HSD17B4",252,380,391,60,50,664,780,862,982
"MIR4662B",0,0,0,0,0,0,0,0,0
"MIR4705",0,0,0,0,0,0,0,0,0
"NRIR",4,5,4,4,2,11,24,7,40
"FBLL1",0,2,0,0,0,2,0,0,0
"ARF4",498,870,1206,1167,1078,1265,1280,1184,1688
"NCLN",260,420,610,418,617,628,583,706,723
"EIF3J-AS1",86,178,156,93,111,279,273,207,269
"RPL26",5156,9497,10482,11253,9332,12696,15644,10510,16578
"LOC101927503",1,1,0,0,0,2,0,0,1
"DNMBP-AS1",0,0,0,0,0,0,0,0,0
"CASQ2",0,0,0,0,0,0,0,0,0
"INPP1",32,45,67,38,44,48,51,58,80
"PPIAL4A",0,0,1,0,0,3,2,0,4
"MIR1-1",0,0,0,0,0,0,0,0,0
"LINC02056",0,0,0,0,0,0,0,0,0
"BTBD17",1,0,0,0,0,0,0,0,0
"LOC102723604",0,0,0,0,0,0,0,0,0
"ANG",0,1,4,0,0,3,3,8,9
"SCRT1",0,0,0,0,0,0,0,0,0
"EEF1D",1646,2832,3423,2836,2897,3748,4836,3087,4882
"DLEU2",117,126,218,203,195,255,169,289,264
"RNF165",12,13,7,5,10,19,46,58,13
"LOC285097",35,48,59,8,12,41,76,19,65
"PABPC1L2A",0,0,0,0,0,0,0,0,0
"DDC-AS1",0,0,0,0,0,0,0,0,0
"LOC101929297",0,0,0,0,0,0,0,0,2
"PDIA2",0,0,2,0,0,0,0,0,0
"LY6G6C",0,1,0,0,0,0,0,1,1
"TAPT1",564,967,1488,953,1162,1351,1771,1435,1292
"LINC01921",0,0,0,0,0,0,0,0,0
"LOC101927895",30,47,55,72,60,53,52,63,50
"RAD9B",4,21,16,4,8,20,25,20,41
"MAFTRR",0,1,0,1,1,2,5,1,5
"GRIA4",0,0,0,0,0,0,0,0,0
"GXYLT2",0,1,1,2,0,0,1,0,1
"SCAPER",620,1072,1498,678,823,1470,1488,1744,1266
"MIR6868",0,1,0,0,0,0,0,0,0
"NSUN5",76,193,207,141,119,272,227,254,280
"CAND1",1330,2720,3481,3310,3438,3606,4007,3626,3478
"SYT12",0,0,0,0,0,0,0,0,0
"OR11H6",0,0,0,0,0,0,0,0,0
"ZNF204P",93,161,214,19,81,300,217,247,296
"ZFP37",18,37,58,27,21,38,67,53,55
"C19ORF66",437,845,987,590,616,1054,1200,1073,1888
"LINC01907",1,1,1,1,0,0,1,5,1
"MIR6877",0,0,0,0,0,0,0,0,0
"EGFEM1P",1,1,1,0,4,5,5,1,2
"SNORD78",3,7,23,12,4,6,22,14,14
"ASB16",0,0,0,2,0,0,0,0,0
"TTBK1",0,0,6,1,1,2,2,2,1
"LOC101928804",1,0,0,0,0,0,0,0,3
"MT1L",1,5,1,3,3,8,20,0,3
"LNX1",0,0,0,0,0,2,0,1,0
"FAM172BP",21,38,103,53,71,29,87,47,66
"LINC01238",140,188,226,50,77,249,331,299,282
"CLDN4",0,0,0,0,0,0,0,0,0
"SEC63",947,1638,2123,2146,1953,2289,2595,2363,2839
"SNORD95",9,12,24,21,17,16,17,21,12
"LRRTM3",0,0,0,0,0,0,0,0,0
"PTGDS",11,11,37,43,39,60,5,57,120
"ABI3",109,119,166,161,121,242,124,313,405
"MON1A",30,31,30,17,15,78,88,63,97
"CAMKK1",45,60,78,70,33,88,120,145,121
"UQCRH",276,437,521,485,409,678,675,573,992
"CEP63",200,417,416,256,253,663,653,552,601
"FCRL3",258,253,317,126,91,325,639,354,564
"NTF3",0,0,0,0,0,0,0,0,0
"GTF3C1",919,1486,1920,1375,1333,2102,2123,2218,2266
"SYTL5",0,0,0,0,0,0,0,0,1
"MIR515-2",0,0,0,0,0,0,0,0,0
"RBBP8",72,93,98,170,99,183,97,184,227
"SNORD13D",0,0,0,0,0,0,0,0,0
"SPINK8",0,0,0,0,0,0,0,0,0
"C12ORF10",97,206,220,200,148,331,351,266,449
"HCG18",665,1086,1157,231,249,1520,1573,1347,1810
"B4GALT3",231,460,685,575,513,610,606,524,794
"MIR451B",0,0,0,0,0,0,0,0,0
"LOC101928994",0,2,1,0,0,2,0,5,7
"DENND2A",0,0,0,3,4,0,1,0,1
"E2F3",415,576,720,346,289,835,658,609,1141
"DDO",0,0,0,0,1,0,1,1,10
"C5ORF15",301,547,711,615,471,762,701,826,1064
"KDM5B",672,1098,1294,1483,1505,1410,1866,1356,1270
"HSD17B7",48,112,209,145,98,133,164,178,167
"MIR4316",0,0,0,0,0,0,0,0,0
"MYT1L-AS1",0,0,0,0,0,0,0,0,0
"OTOS",0,0,0,0,0,0,0,0,0
"CDC14B",180,314,393,113,124,528,328,399,630
"LOC101929621",0,0,0,0,0,0,0,0,0
"PLCB1-IT1",7,1,0,2,0,5,3,8,4
"KLHL15",478,1036,1167,1796,1710,1033,1218,1110,1569
"TFEB",70,84,88,87,67,157,100,233,272
"TDRD3",260,419,629,367,343,728,665,698,760
"TMEM160",18,27,23,16,20,33,47,33,47
"GSTA1",0,0,0,0,4,0,0,0,0
"LOC100505797",0,0,0,0,0,0,0,0,0
"ZNF891",70,165,285,74,95,151,208,239,230
"HDAC2-AS2",1,1,1,1,0,3,4,4,4
"LINC00470",5,3,2,0,2,4,0,9,2
"GNG2",2858,4225,4939,4678,3548,6088,5924,5382,8110
"C11ORF98",3,2,1,4,1,0,0,1,8
"MIR214",0,0,0,0,0,0,0,0,0
"SPDYE13P",0,0,0,0,0,0,0,0,0
"LINC02387",0,0,0,0,0,0,0,0,1
"GAN",258,438,520,398,239,598,633,540,625
"ZNF883",10,18,32,8,8,29,40,47,50
"LINC01289",0,0,0,0,0,0,0,0,0
"MIR5693",1,2,1,0,0,4,0,3,1
"LOC102723886",0,0,0,0,0,0,0,1,0
"ZNF407",1077,1490,2097,1378,1640,2303,2245,2120,1972
"ABHD16B",0,0,0,1,0,0,0,2,1
"CIDEC",0,0,0,0,0,0,3,0,0
"TPRXL",0,0,0,0,0,1,0,0,3
"LINC01416",0,0,0,0,0,0,0,1,0
"CDK9",503,853,1088,1006,861,1123,1078,1163,1488
"CGREF1",1,2,2,3,5,6,0,3,3
"CAPN8",1,2,9,3,2,8,3,4,12
"ABCD4",298,518,675,356,400,636,638,608,616
"MBTD1",537,984,1367,964,1107,1411,1504,1534,1808
"ISX",0,0,0,0,0,0,0,0,0
"SSR4P1",4,26,13,8,3,65,12,19,17
"C16ORF46",8,11,4,2,7,9,20,12,13
"LGALS14",1,7,0,3,1,9,1,4,5
"CPNE8",103,150,328,94,138,319,198,439,235
"C1QTNF5",0,0,0,0,0,0,0,0,0
"OR13J1",0,0,0,0,0,0,0,0,0
"MIR548N",0,0,1,0,2,0,1,0,0
"LINC01969",0,0,0,0,0,0,0,0,0
"TTC9B",0,0,1,0,0,0,0,0,0
"AANAT",0,1,2,0,0,0,0,3,1
"S100A14",0,0,0,0,0,0,0,0,1
"NCF4-AS1",0,0,0,0,0,0,0,0,0
"LINC00240",1,1,3,0,1,0,3,0,3
"MIR653",0,0,0,0,0,0,0,0,0
"PLPP5",142,204,344,207,210,364,410,344,515
"BTK",32,25,49,44,17,136,36,218,628
"LINC01881",133,217,267,278,297,379,348,289,375
"PGAP1",315,590,1125,530,890,800,1688,1306,866
"KCNS3",0,0,0,0,0,0,0,0,0
"SGPP2",286,358,546,445,358,564,555,364,529
"MAPRE1",1468,2458,2987,2918,3162,3105,3060,2874,3918
"CACNA2D1",0,0,0,0,0,1,0,0,0
"MED16",317,578,627,277,294,690,787,651,1023
"BTF3",3013,6213,6872,7520,7009,8101,9456,6741,10918
"OR52E1",0,0,0,0,0,0,0,0,0
"WRAP53",43,93,77,51,47,112,117,90,121
"LIPE-AS1",14,19,32,11,8,27,32,30,12
"RHOU",94,98,110,116,52,160,164,273,427
"ANKRD62P1-PARP4P3",2,0,0,0,0,1,0,0,0
"MIR4740",0,0,0,0,0,0,0,0,0
"FLJ46906",0,0,0,0,0,0,2,1,2
"ERCC4",192,404,382,354,316,492,540,498,535
"GDAP2",792,1185,1301,661,783,1649,1724,1898,1724
"LNCSRLR",0,0,0,0,0,0,0,0,0
"CLASRP",209,452,911,656,640,682,689,799,1031
"WNK3",10,13,7,0,3,12,50,35,25
"OR13C3",0,1,0,0,0,0,0,0,0
"MIR5002",0,0,0,0,0,0,0,0,0
"TUBGCP5",328,575,983,558,548,813,866,705,728
"UBE2E4P",0,4,8,8,6,7,13,12,19
"SH3BP4",9,11,24,43,10,36,13,87,76
"LRRC24",5,16,5,1,2,5,14,14,16
"LOC100289580",10,11,20,2,1,8,14,13,21
"MED25",163,209,357,249,234,383,474,358,503
"SMA5",0,0,0,0,0,0,0,1,0
"MIR6890",0,0,0,0,0,0,0,0,0
"MIR6752",0,0,0,0,0,0,0,0,0
"FLJ46875",96,177,373,200,150,222,269,258,244
"ID2-AS1",3,0,10,8,0,8,14,12,16
"SEC22B",567,997,1199,712,794,1343,1625,1468,1827
"LOC105371430",16,42,61,39,49,88,72,88,87
"SSTR2",0,0,0,0,0,0,0,0,0
"ADNP-AS1",4,14,10,7,9,12,9,12,12
"MCHR1",0,0,2,0,0,0,0,0,0
"DOCK7",256,386,484,222,162,688,677,590,361
"NASP",220,378,655,355,445,597,622,537,660
"BDH2",83,229,188,154,140,369,282,249,233
"SNORD116-3",0,0,0,0,0,0,0,0,0
"WNT2B",3,1,9,2,2,8,6,9,5
"PDHB",176,270,364,207,216,399,396,455,420
"DEFB107A",0,0,0,0,0,0,0,0,0
"OAZ2",192,310,305,428,347,465,543,509,694
"BMI1",43,62,60,56,56,73,91,72,104
"CMA1",0,0,0,0,0,0,0,1,0
"RIOK1",206,341,586,506,519,506,541,535,626
"LY6G5C",10,12,19,5,4,17,31,22,55
"SLC7A7",21,13,29,61,23,91,18,297,583
"GART",452,799,899,435,414,1126,1418,1124,1258
"DRD2",0,0,0,0,0,0,0,0,0
"PRKAG1",208,335,377,394,335,451,728,546,706
"SUGP2",517,858,1934,668,638,1198,1421,1633,2195
"INE1",12,23,48,21,30,37,46,53,22
"VAMP4",386,708,926,508,558,1090,1259,1102,1272
"F9",0,0,0,0,0,0,0,0,0
"LIPT1",86,187,175,90,160,221,314,222,292
"HSBP1",177,365,462,535,342,499,511,446,772
"PAK5",0,0,0,0,0,0,0,0,0
"TECTA",13,18,19,5,7,29,23,26,31
"CERK",1390,2503,2863,2225,1827,3515,3437,3471,3477
"LINC01819",9,8,7,4,12,5,6,27,1
"MIER3",402,890,1277,1671,1549,849,859,922,872
"MIR5571",0,0,0,0,0,0,0,0,0
"PPIAL4G",0,1,1,0,0,1,1,3,1
"TMEM120A",62,109,174,80,74,156,176,186,273
"IL21R-AS1",12,1,22,15,6,3,5,6,8
"WBP1",16,19,41,30,11,20,26,27,32
"LOC105373031",1,3,7,0,0,3,10,4,4
"MIR6740",1,0,0,0,0,0,0,2,0
"KY",0,0,0,0,0,1,0,0,0
"ZMYM1",322,585,587,290,255,844,1044,905,917
"RAD51D",73,126,142,56,56,131,170,181,165
"OR10J5",0,0,0,0,0,0,0,0,0
"MGAT4C",0,0,0,0,0,0,0,0,0
"UBE3B",472,888,1190,335,402,1182,1377,1377,1433
"KCTD9",266,392,511,695,589,647,511,569,743
"KCNH3",18,17,43,6,17,27,78,40,55
"FPGT-TNNI3K",0,0,0,0,0,0,0,0,0
"MUM1",101,211,233,43,86,293,262,295,347
"GRM7-AS3",0,0,0,0,0,0,0,0,0
"NDEL1",799,1222,2078,1898,2167,1678,1672,1850,1667
"BAIAP2L2",11,20,18,0,4,9,29,14,21
"ING3",316,571,884,892,949,750,835,792,944
"ECHDC2",104,205,444,223,194,309,292,349,467
"ITGA3",84,124,198,31,48,193,211,216,206
"TM6SF1",6,3,20,10,4,13,22,40,161
"MIR19B1",0,0,0,0,0,0,0,0,0
"HAUS8",53,117,188,131,214,117,138,148,127
"C12ORF56",2,13,3,0,6,7,6,7,6
"COX7A2",419,812,1037,887,916,934,1045,895,1376
"SLC22A5",37,59,128,81,51,101,138,120,164
"FAM129A",2158,1846,3002,4545,2897,3597,2921,3892,3244
"NDUFS2",236,446,613,483,494,766,826,705,754
"HENMT1",132,183,202,123,119,250,267,259,334
"CCDC18-AS1",275,520,899,268,385,811,913,988,1304
"MIR512-2",0,0,0,0,0,0,0,0,0
"CYP4F30P",0,0,0,0,0,0,0,0,0
"HEATR4",3,1,0,4,1,8,3,4,12
"MYCNUT",0,0,0,0,0,0,0,0,0
"SRP54",421,649,1315,790,595,931,957,1084,1038
"LOC100507634",31,95,123,115,131,94,117,52,110
"F10-AS1",0,0,0,0,2,0,0,0,0
"PRB2",0,0,0,0,0,0,0,0,0
"CCZ1B",190,368,733,402,491,381,607,755,1170
"TRIM53AP",0,0,0,0,0,0,0,0,0
"SLC22A3",1,0,2,2,2,1,5,0,1
"KPNA7",0,0,1,0,0,0,0,0,0
"MIR6850",0,0,0,0,0,0,0,0,0
"MIR6776",0,0,0,0,0,0,0,0,0
"MIRLET7D",6,13,6,10,17,4,17,9,0
"GGTLC3",0,1,0,1,0,0,0,2,0
"SNORD115-46",0,0,0,0,0,0,0,0,0
"LINC02401",0,0,0,0,0,0,0,0,3
"ERLIN2",263,448,575,320,411,656,676,571,667
"BTNL9",1,1,1,0,0,0,0,0,3
"SMAD2",2169,3726,3943,2431,2518,5053,5388,4884,6127
"EFCC1",4,1,2,3,0,0,6,4,4
"SHC1",529,836,1000,841,772,1169,1346,1222,1451
"KIAA1024L",0,0,0,0,0,0,0,0,0
"ANAPC10",180,255,327,499,536,442,452,405,423
"IL10RB",243,383,459,375,366,700,778,716,769
"LOC100507250",14,23,30,6,16,60,55,24,36
"RND1",6,10,11,12,20,5,10,7,10
"PROKR1",0,1,1,0,0,1,0,0,1
"MEIOC",0,0,0,0,2,0,6,0,3
"TMEM39A",315,549,804,1444,1148,636,663,728,648
"IZUMO2",0,0,0,0,0,0,0,0,0
"SP4",1276,2352,2794,2137,2080,2942,3352,2843,3183
"POLR3H",179,382,340,123,93,419,462,441,481
"LOC101927051",1,1,3,12,14,3,7,2,3
"TSTD1",65,96,147,58,74,133,137,160,111
"SNORD12B",28,37,44,16,31,39,58,62,31
"CHRNA2",0,2,0,0,1,0,0,5,14
"OR1I1",0,0,0,0,0,0,0,0,0
"DCTN1",830,1293,1521,607,718,1756,2029,2010,2279
"MYCNOS",0,0,0,0,0,4,0,0,0
"CRLF1",0,0,0,0,0,0,0,0,0
"MIR4315-2",0,0,0,0,0,0,0,0,0
"DHX58",110,222,280,96,156,309,255,298,350
"NANOS3",4,0,0,4,0,3,3,0,0
"SMAD1",12,10,18,253,31,36,402,36,92
"MIR7-3HG",0,0,0,0,0,0,0,0,0
"LYPD1",0,0,0,0,0,0,0,0,0
"MIR3622B",0,0,0,0,0,0,0,0,0
"MIR183",0,0,0,0,0,0,0,0,0
"ZNF649",122,200,337,214,151,265,266,259,228
"PLA2G2A",0,0,0,0,0,0,0,0,0
"ZNF397",99,208,218,74,73,297,267,282,316
"ZRSR2",186,305,574,333,329,403,769,451,531
"UQCRBP1",10,17,15,10,15,32,48,30,28
"CWC25",244,371,1054,691,597,519,554,628,749
"ANKAR",204,383,381,243,444,616,494,586,441
"LOC101929384",0,0,0,0,0,0,0,0,0
"PRDX3",164,250,290,205,152,349,392,472,598
"SNORD68",4,12,6,10,9,11,8,10,7
"MTRNR2L9",0,0,1,0,0,0,0,0,0
"LINC01809",0,0,0,0,0,0,0,0,0
"MIR4434",18,32,51,60,76,70,71,73,40
"EVI5",45,53,72,55,54,131,504,282,250
"LOC105376306",6,12,7,24,8,9,30,23,14
"MIR6511A4",0,0,0,0,0,0,0,0,0
"MIR4634",0,0,0,0,0,0,0,0,0
"AMZ2P1",101,159,308,166,313,203,230,190,293
"TMEM37",0,0,0,0,3,0,14,0,3
"LINC01091",0,0,0,0,0,0,0,0,0
"RCCD1",38,81,63,12,21,92,70,90,175
"HCFC1R1",58,79,79,51,62,119,130,105,178
"CCDC121",5,12,19,6,4,31,23,20,28
"PRKAA1",1553,2578,3354,2581,2860,3569,4259,3516,4014
"CCNF",25,66,66,31,43,98,61,70,92
"KIF12",0,0,0,0,0,0,0,0,0
"NBEAL1",365,582,603,196,214,891,987,991,776
"OPN4",0,0,0,0,0,0,0,0,0
"NAXD",218,424,595,368,453,530,429,469,556
"NUCB1-AS1",0,0,2,1,0,1,0,0,3
"ZNF271P",268,464,467,334,372,556,599,642,934
"OR2AJ1",0,0,0,0,0,0,0,0,0
"RHOXF1-AS1",0,0,0,1,1,1,0,20,20
"LOC728327",0,0,0,0,0,0,0,0,0
"FABP7",0,0,0,0,0,0,0,0,0
"TIPRL",286,514,597,653,451,722,727,725,867
"ARHGAP24",11,2,28,9,7,17,13,59,84
"HRASLS2",7,3,9,12,3,10,6,2,56
"ETV1",1,2,6,4,7,29,0,5,27
"LINC01541",0,0,0,0,0,0,0,0,0
"OR4A47",1,0,0,0,0,0,0,0,0
"LINC00112",0,0,0,0,0,0,0,0,0
"UBR3",1569,2566,3505,1863,1769,3656,3750,4072,3277
"TMTC2",104,148,129,89,104,273,223,262,276
"ATL1",35,32,65,41,16,65,84,74,144
"LOC101927419",0,0,0,0,0,0,0,0,0
"CHRNA10",5,11,9,1,5,12,9,7,8
"KIAA1671",147,224,305,117,52,316,257,275,478
"LGALS4",14,20,32,7,21,26,40,26,25
"FBXL14",198,374,399,478,291,523,469,390,561
"TBX6",4,14,9,4,2,23,15,14,5
"LINC02535",0,0,0,0,0,0,2,0,0
"LINC02204",0,0,0,0,0,0,0,0,0
"SNAR-A4",0,0,0,0,0,0,0,0,0
"PHLDB3",64,134,365,143,191,187,189,158,224
"NPEPL1",25,36,61,43,43,48,69,84,53
"IKZF2",1465,1308,1252,2347,749,2326,3521,2894,2734
"MIR6515",0,0,0,0,0,0,0,0,0
"DUSP13",0,0,0,0,0,1,0,0,0
"KLF6",6379,11164,15765,21444,26639,15570,17898,13447,17440
"LOC110117498-PIK3R3",0,0,0,0,0,0,0,0,0
"CHRNA5",9,5,8,10,33,12,4,10,6
"SERHL",0,1,4,2,2,0,2,2,6
"LINC02545",0,0,0,0,0,3,1,2,0
"MEIS2",0,0,0,0,0,0,0,1,2
"SPRED1",11,6,4,4,5,37,8,39,23
"MTMR10",826,1448,2082,2034,2178,1898,2034,2025,1877
"LMNTD1",0,0,0,0,0,0,0,0,0
"PHF23",130,209,123,141,58,287,261,254,363
"OLIG3",0,0,0,0,0,0,0,0,0
"SCARNA7",2319,3274,4167,4861,3811,4284,4282,4576,3938
"LOC100419170",0,0,0,0,0,1,3,18,31
"SEC61G",117,137,222,280,187,216,198,202,239
"ZNF33A",990,1748,2704,1162,1145,2401,2549,2759,2906
"MED4-AS1",0,0,0,0,0,1,0,0,0
"LINC00839",0,0,0,0,0,0,0,0,0
"ZBTB33",1089,1972,2309,2276,2466,2719,2528,2422,2833
"MAGIX",2,6,13,3,6,15,1,2,12
"LINC01614",0,0,0,0,0,0,0,0,0
"LOC101929208",0,0,0,0,0,0,0,0,0
"RPL12",6590,12168,15980,16409,15268,18621,19618,13817,23039
"KRTAP29-1",0,1,2,0,0,4,1,3,2
"MEP1B",0,1,2,1,0,2,2,6,6
"JPX",48,80,223,96,147,155,224,132,146
"REV3L",1363,2365,2752,1683,1586,3244,3328,3421,3126
"CSGALNACT2",1180,1799,3099,2749,3231,2466,2499,2276,2923
"LINC01876",7,23,5,1,13,1,38,21,26
"MRGPRE",0,0,0,0,0,0,0,0,0
"MIR548AZ",0,0,0,0,0,0,0,0,0
"OR1S2",0,0,0,0,0,0,0,0,0
"LOC613206",0,0,0,0,0,0,0,0,0
"SMIM18",0,0,0,0,0,0,0,0,0
"ERICH6B",0,0,0,0,0,0,0,0,0
"PLEKHA8P1",25,50,50,13,24,92,112,102,164
"SNORD96A",20,38,52,35,42,30,58,49,47
"UBE2Z",701,1018,1218,974,860,1586,1720,1556,1707
"VSTM1",2,3,0,0,1,3,2,10,45
"LINC01873",0,1,0,2,0,2,3,4,0
"ZNF740",324,718,685,582,525,889,940,827,825
"C1QC",0,0,0,0,0,0,0,4,1
"MPZL3",256,320,805,767,632,439,504,514,537
"TRIM67",0,0,0,0,0,0,0,0,0
"OR2K2",0,1,0,0,0,0,0,0,1
"LINC02530",0,0,0,0,0,0,0,0,0
"IGF2BP2",12,21,15,44,31,28,27,93,263
"OR3A2",8,15,3,0,0,7,27,2,8
"CFAP57",1,1,2,0,0,0,6,0,3
"ZNF778",76,148,155,145,86,222,217,194,229
"SPATA1",4,3,3,0,4,12,5,11,10
"LINC00092",3,9,5,3,2,11,4,17,4
"LINC01628",0,0,0,0,0,0,0,0,0
"MEG3",5,0,9,0,0,2,0,9,0
"KIR2DL4",1,0,7,13,2,8,0,3,5
"C9ORF153",2,7,15,20,35,15,11,31,8
"KHNYN",942,1572,2417,2869,3098,2231,2603,2143,2440
"TDGF1",0,0,0,0,0,0,0,0,0
"LOC284581",0,1,0,0,29,75,0,138,0
"RC3H1",2293,3888,4481,5466,4967,5135,5770,4954,5632
"TBX22",0,0,0,0,0,0,0,0,0
"MON2",1608,2635,3819,2304,2516,3902,4634,4481,3893
"PYGB",307,516,714,394,361,899,1785,1001,1293
"LINC01599",52,97,109,21,53,163,159,159,111
"NHLRC3",177,300,376,100,97,483,433,465,513
"HOXA5",3,2,1,8,19,10,1,3,11
"HIST1H2BH",62,146,165,179,175,200,118,153,484
"LRP1-AS",0,0,0,0,0,0,0,0,1
"UBAP2",694,1216,1288,989,880,1778,1717,1661,2004
"LOC102606466",0,1,0,0,0,0,0,0,0
"PCDHB16",0,0,0,0,0,0,0,0,0
"LMBRD2",216,465,525,239,285,584,583,651,627
"TMEM154",584,878,1041,449,436,1373,1295,1291,1639
"WFDC10B",0,0,0,0,0,0,0,0,0
"SEC23A-AS1",11,17,21,22,15,20,27,15,17
"LOC100507468",0,0,1,0,0,0,0,0,0
"ITLN1",0,0,0,0,0,1,0,0,1
"MIR378G",0,0,0,0,0,0,0,0,0
"L1TD1",4,1,0,1,1,6,2,18,3
"LINC01803",0,0,0,0,0,0,0,0,0
"RGP1",216,376,338,281,193,518,583,513,548
"LINC00972",0,0,0,0,0,0,0,0,0
"UPK3A",1,2,0,0,0,2,0,2,13
"FOXO3B",161,277,331,374,458,359,387,331,415
"MIR20A",0,0,0,0,0,0,0,0,0
"DEFB131B",0,0,0,0,0,0,0,0,0
"LINC01549",0,0,0,0,0,0,0,0,0
"MAL2-AS1",0,0,0,0,0,0,0,0,0
"PCDHGB7",6,20,3,0,0,15,8,18,4
"ISM2",0,0,0,0,0,0,0,0,0
"IL5RA",41,18,46,41,35,98,117,24,22
"MCEE",28,60,81,50,58,64,64,82,96
"ULBP3",21,26,24,6,3,41,28,11,18
"LOC105375166",0,0,0,0,0,0,0,0,0
"SLC39A6",423,747,741,539,440,875,1035,890,1011
"MIR29B2",0,0,0,0,0,0,0,0,0
"RAB4A",151,323,280,302,189,409,465,417,641
"REEP5",806,1050,1375,1022,785,1709,1616,1717,1801
"LOC441666",0,7,6,4,4,1,1,7,16
"ENTPD1-AS1",24,37,67,16,24,60,61,62,68
